id,name,calculated_dob,wiki_dob,mentions,tweet
JLo,jlo,12-12-1945,24-07-1969,"['@AROD', '@jlo']","b'RT @AROD: What an honor it was to surprise and celebrate @jlo\xe2\x80\x99s mother, Lupe, on her 75th birthday.\n\nIt\xe2\x80\x99s obvious where Jen gets her beauty\xe2\x80\xa6'"
JLo,jlo,12-12-1945,24-07-1969,[],"b' Surprise  Happy 75th birthday to my beautiful mommy! I love you so much  We all do. You are the definition of being youthful and timeless at every age ... thank you for your endless love, energy, support and for just being you! I love you forever  #TheLupinator  '"
joelmchale,Joel McHale,08-10-1980,20-11-1971,"['@bsw5020', '@iamalsorg', '@iamalsorg']","b'My friend @bsw5020 has ALS. He started @iamalsorg to put an end to it. For his 41st birthday, he has a wild idea I want to help make real: raising $1M for @iamalsorg through 4,100 donations. As he would say, Let\xe2\x80\x99s f\xe2\x80\x99ing do this! #TeamNotTodayALS  '"
joelmchale,Joel McHale,16-01-2005,20-11-1971,[],"b""Ready for my son's 11th birthday party. #PlinyTheElder  """
Joey7Barton,Joey Barton,13-12-1955,02-09-1982,['@NUFC'],"b'RT @NUFC: Today we remember former #NUFC player and manager, Glenn Roeder on what would have been his 66th birthday.\n\n https://t.co/LauuT\xe2\x80\xa6'"
JoeyEssex_,Joey Essex,18-06-1939,29-07-1990,['@SheeshChigwell'],"b""Only one place to be on Father's Day and your nan's 78th birthday ... @SheeshChigwell   #WindSweptNanny #Sheesh #Don  """
JohnCena,John Cena,18-02-1819,23-04-1977,[],b'Happy 199th birthday #WestNewbury Massachusetts'
JohnCena,John Cena,17-03-1999,23-04-1977,['@CricketNation'],b'Wishing a happy 18th birthday to the A-team at @CricketNation! Hustle to check out their deals:  . #sponsored  '
JohnCena,John Cena,04-07-1776,23-04-1977,[],"b""Happy 240th birthday #America here's to a safe holiday to all, and a thank you to all who protect our rights and liberties. #July4th"""
JohnCleese,John Cleese,02-02-1942,27-10-1939,['@montypython'],"b""Repost by @montypython\nToday we're remembering the late, great Terry J on what would have been his 79th birthday.\n\nA man of so many talents. Which Terry J character is your favourite? #montypython  """
johnlegend,John Legend,14-05-1950,28-12-1978,[],"b'Happy 70th birthday to the greatest solo artist of all time.  We love you, Stevie!  '"
johnlegend,John Legend,14-04-2016,28-12-1978,[],"b""Happy 4th birthday to our beautiful Luna!  I'm so happy I get to be your father, teacher, friend.    """
johnlegend,John Legend,22-09-1949,28-12-1978,['@popz_topz'],"b'Happy 70th birthday, Dad! @popz_topz  '"
JoshDevineDrums,Josh Devine,24-04-1999,09-07-1991,"['@SonyaArez', '@NiallOfficial']",b'@SonyaArez @NiallOfficial Yeah! My 21st birthday!'
JoshDevineDrums,Josh Devine,23-10-2012,09-07-1991,[],b'All dressed up like gentlemen for Steevies 4th birthday! English princess tea party! \xe2\x80\xa6  '
JoshDevineDrums,Josh Devine,13-08-2015,09-07-1991,[],b'Pulling faces with my Godson Theo! Happy 1st birthday little man! Absolute legend!  '
jtimberlake,Justin Timberlake,10-01-2010,31-01-1981,"['@Allie_chatte', '@jtimberlake']",b'\xe2\x80\x9c@Allie_chatte: Happy 5th birthday to this handsome devil. His birthday request?...a haircut like @jtimberlake http://t.co/5gKChIdy1s\xe2\x80\x9d RAD '
jtimberlake,Justin Timberlake,27-09-1919,31-01-1981,['@petsitterec'],"b""\xe2\x80\x9c@petsitterec: Its my Granny's 95th birthday! http://t.co/1O7pxD3PFt\xe2\x80\x9d Happy Bday!! Your Granny BALLIN OUTTA CONTROL in this pic, btw. """
jtimberlake,Justin Timberlake,28-04-2003,31-01-1981,['@itunesmusic'],"b""Btw it's @itunesmusic 10th birthday today. So play it loud! #music #sundayfunday #decadeofiTunes http://t.co/jANrSDRICS -teamJT"""
jtimberlake,Justin Timberlake,28-04-1992,31-01-1981,"['@50ShadesKelsey', '@jtimberlake']","b""\xe2\x80\x9c@50ShadesKelsey: @jtimberlake it's my 21st birthday, it would make my day to get a tweet from you! Happy Bday!! #shots"""
jtimberlake,Justin Timberlake,06-01-1981,31-01-1981,"['@amberosiexo', '@jtimberlake']","b'""@amberosiexo: @jtimberlake omg 25 days to your 32nd birthday awe,I love you &lt;3"" Don\'t remind me! Haha! #howdidthishappensofast?'"
justdemi,Demi Moore,12-01-1981,11-11-1962,['@Jennasings'],b'HB! RT @Jennasings: 2day is my 29th birthday & my guy got me a bottle of wanted! Any chance I cn get a reply from the trillions U get a day.'
justdemi,Demi Moore,09-09-1905,11-11-1962,"['@ivybean104', '@Gilda1407', '@ivybean104']",b'A belated Happy Bday 2 @ivybean104 Wow! RT @Gilda1407: R U following @ivybean104 ? celebrated her 104th birthday ystrday & still tweeting!'
justdemi,Demi Moore,15-08-1988,11-11-1962,[],"b""Amazing day and a big weekend ahead celebrating my baby girl's  21st birthday. Sleep is a must!  Good night."""
katyperry,KATY PERRY,14-07-2016,25-10-1984,['@HVRanch'],b'The only thing my 3 year old niece has request for her 4th birthday is a personalized bottle of her OWN @HVRanch to dip her nuggets in...so she doesn\xe2\x80\x99t have to share w/her 6 year sister...or me tbh  This request has not only warmed my heart but also confirms that she is family.'
katyperry,KATY PERRY,30-04-1929,25-10-1984,['@patriciabragg'],"b'Happiest 90th birthday to the QUEEN of health @patriciabragg  Thank you for making the world a more colorful, joyful &amp; healthy place  @ Santa Barbara, California  '"
katyperry,KATY PERRY,13-01-1977,25-10-1984,[],b' happiest 42nd birthday to the kindest and cutest man I\xe2\x80\x99ve had the pleasure of spending time with   '
katyperry,KATY PERRY,16-12-1947,25-10-1984,[],b'Woke up to wish my mom a happy 70th birthday today to find my brother evacuating them from the insane #ThomasFire in Santa Barbara County that has kicked up once again... praying for the firefighters &amp; first responders that are fighting it back as best they can. Love you SB '
KeithUrban,Keith Urban,07-07-2008,26-10-1967,[],"b'8 years ago - ""a little ray of sunshine in the shape of a girl"" Happy 8th birthday Sunny! We love you - mum &amp; dad xx  '"
KendraWilkinson,Kendra Wilkinson,16-05-2014,12-06-1985,[],"b'Happy 7th birthday to my beautiful, smart, loving daughter Alijah. BFFs since day 1   '"
KendraWilkinson,Kendra Wilkinson,16-05-2014,12-06-1985,[],b'Happy 6th birthday Alijah    '
KendraWilkinson,Kendra Wilkinson,11-12-2009,12-06-1985,[],b'Happy 10th birthday my sweet boo. Love you higher than the sky  '
KendraWilkinson,Kendra Wilkinson,10-12-2009,12-06-1985,[],b'My boys 9th birthday party was a success. I even checked him to the ice while playing hockey.  #fauxfur  '
KendraWilkinson,Kendra Wilkinson,16-05-2014,12-06-1985,[],b'Just had an amazing morning celebrating Alijahs 4th birthday with the fam. Right now at this minute i was holding her for the 1st time.'
kevinjonas,kevin jonas,03-02-2014,05-11-1987,[],"b'Couldn\xe2\x80\x99t be home for my baby\xe2\x80\x99s 6th birthday last night, but we still celebrated her in London! Thank you to this amazing fan for bringing her a birthday sign!!  '"
kevinjonas,kevin jonas,06-11-1987,05-11-1987,"['@RSP', '@KevinJonas']",b'RT @RSP: Happy 28th birthday @KevinJonas! #TBT #SpeakerClimbing #Fitness #BeforeSoulCycle  '
kevinjonas,kevin jonas,06-11-1987,05-11-1987,"['@cambio', '@KevinJonas']","b'RT @cambio: Happy 28th birthday, @KevinJonas!  #BirthdayBoy  '"
kevinjonas,kevin jonas,23-08-1994,05-11-1987,['@deleasakathleen'],b'Happy 21st birthday @deleasakathleen #partytime'
KevinSpacey,Kevin Spacey,21-12-1926,26-07-1959,['@nbc'],b'Cheers to 90 years! Honored to share the stage with Tony &amp; friends tonight celebrating his 90th birthday on @nbc at 9PM ET #Tony90'
KevinSpacey,Kevin Spacey,06-11-2003,26-07-1959,['@OldVicTheatre'],b'Happy 10th birthday to @OldVicTheatre 24 Hour Plays Celebrity Gala - http://t.co/HLI5ek969M. Tickets on sale now #OldVic24'
KevinSpacey,Kevin Spacey,16-07-1976,26-07-1959,['@PrincesTrust'],b'Help @PrincesTrust celebrate their 35th birthday - visit http://t.co/cBEVTDT to win lots of exciting prizes #Trust35'
khloekardashian,Khloé,20-02-1999,27-06-1984,['@favkendalls'],b'@favkendalls Happy 23rd birthday! Oh my gosh to be 23\xe2\x80\xa6 Lol'
khloekardashian,Khloé,21-05-2000,27-06-1984,[],b'Happy 21st birthday! Wooooooo  '
khloekardashian,Khloé,21-02-1997,27-06-1984,['@ilovekhloeKO'],b'@ilovekhloeKO I love this! I think this is the most perfect idea! Happy disco 24th birthday!'
khloekardashian,Khloé,21-02-1995,27-06-1984,['@njkardashian'],b'@njkardashian What are you talking about?! I try to respond to you that your birthday tweet but for some reason it said it was erased. I cannot believe how fast time is just flying by us. I love you and I hope you celebrate your 26th birthday in the best way'
KimKardashian,Kim Kardashian,10-08-1997,21-10-1980,"['@KKWFRAGRANCE', '@KylieJenner']","b'RT @KKWFRAGRANCE: Happy birthday @KylieJenner! To celebrate Kylie\xe2\x80\x99s 24th birthday, we\xe2\x80\x99re offering 24% off her signature KKW Fragrance colle\xe2\x80\xa6'"
KimKardashian,Kim Kardashian,28-05-1956,21-10-1980,[],b'65 looks for my moms 65th birthday!!!!  OMG at his was so much fun for me to do! #KUWTK'
KimKardashian,Kim Kardashian,12-04-2018,21-10-1980,[],b'Happy 3rd birthday my sweet True! You are such a light in our family and we all love you so much! Always the most polite giving everyone hugs and kisses! I couldn\xe2\x80\x99t ask for a better bestie for Chi Chi!  '
KimKardashian,Kim Kardashian,10-03-2005,21-10-1980,"['@felipemnzp', '@KylieJenner']",b'@felipemnzp @KylieJenner Duh! Got it for my 16th birthday!'
KimKardashian,Kim Kardashian,22-11-1990,21-10-1980,[],b'Kanye couldn\xe2\x80\x99t come up with some of the lyrics but then realized he had then in a poem he had written me that was my birthday card he gave me for my 30th birthday. He took the poem he wrote me and made it the song. I keep everything!   '
KimKardashian,Kim Kardashian,23-10-2004,21-10-1980,[],"b'We then got to my 16th birthday party and my exact same car was there waiting for me with the same exact balloons with the same cake. After a while the curtains opened and the bottle service girls came out which happened to be my sisters and they re-created Tao night club, where  '"
KimKardashian,Kim Kardashian,23-10-2010,21-10-1980,[],b'Then as I entered in the room I ended up at my second birthday then my fourth birthday leading up to my 10th birthday where my sisters did the same exact dance that they did for me when I turned 10.  '
KimKardashian,Kim Kardashian,20-10-1980,21-10-1980,"['@KrisJenner', '@kkwbeauty']","b'RT @KrisJenner: The perfect way to celebrate Kim\xe2\x80\x99s 40th birthday, with her beautiful new @kkwbeauty Opalescent Collection!! Launching tomo\xe2\x80\xa6'"
KimKardashian,Kim Kardashian,12-10-1980,21-10-1980,['@kkwbeauty'],"b""In celebration of my 40th birthday, I am so excited to announce @kkwbeauty's The Opalescent Collection, Launching at 10:46am on October 21st, the exact time and date I was born. Each product is housed in opalescent packaging to celebrate my birthstone, the opal.  """
KimKardashian,Kim Kardashian,11-08-1997,21-10-1980,"['@KKWFRAGRANCE', '@KylieJenner']","b""RT @KKWFRAGRANCE: *GIVEAWAY* In honor of @KylieJenner's 23rd birthday, we are giving away a bottle of Kylie Jenner by KKW Fragrance Lips to\xe2\x80\xa6"""
KimKardashian,Kim Kardashian,31-07-1934,21-10-1980,[],b'Happy 86th birthday to my grandma Mary Jo. Last week we celebrated my sweet  grandma and she hasn\xe2\x80\x99t left her house since January. First she was sick and then Covid lockdown. So we got her best friends tested and driven up from San Diego to celebrate MJ.  '
kingsthings,Larry King,07-04-1929,19-11-1933,['@DonRickles'],b'RT @DonRickles: My Don passed away 3 years ago today 1 month short of \nhis 91st birthday May 8th.  He continued to work  into his 90th year\xe2\x80\xa6'
kingsthings,Larry King,09-03-1999,19-11-1933,[],"b'Today is the 20th birthday of my dear son Chance King. He\xe2\x80\x99s a great student, a great pitcher, but most of all a great person.\n\nHappy birthday my dear son Chance!'"
kingsthings,Larry King,22-05-2000,19-11-1933,['@cannoneking'],"b'IMPORTANT TWEET: Today is the 18th birthday of my amazing son @cannoneking! A great kid in every respect! Happy birthday, Cannon. I love you!  '"
kingsthings,Larry King,09-03-1999,19-11-1933,[],"b""Today is my son Chance's 19th birthday! He is a wonderful son, brother, friend, student, and ball player! The list goes on and on! I can't say enough about what a great young man he's become! Happy birthday, Chance!  """
kingsthings,Larry King,09-03-1999,19-11-1933,['@shawnieora'],b'Happy 18th birthday to my son #ChanceKing! @shawnieora and I are so proud of you!!'
kingsthings,Larry King,20-02-2001,19-11-1933,[],"b""Happy 16th birthday to my grandson Asher! What great young man you're becoming!"""
kobebryant,Kobe Bryant,25-08-1996,23-08-1978,"['@Zendaya', '@ConvoyofHope']",b'No better way to help celebrate @Zendaya 18th birthday than by helping her help others http://t.co/CZ0eEeUfMy  @ConvoyofHope #feedtheyouth'
kourtneykardash,Kourtney Kardashian,28-03-2019,18-04-1979,['@pooshdotcom'],b'RT @pooshdotcom: It\xe2\x80\x99s almost our 3rd birthday &amp; we want to celebrate with you! Enjoy 30% off our bestselling products for 3 days only \nhtt\xe2\x80\xa6'
kourtneykardash,Kourtney Kardashian,19-04-1979,18-04-1979,['@pooshdotcom'],"b""RT @pooshdotcom: These are a few of Kourt's favorite things....(42 of them, to be exact.) In honor of Kourt's 42nd birthday, we're sharing\xe2\x80\xa6"""
kourtneykardash,Kourtney Kardashian,15-10-2007,18-04-1979,"['@KrisJenner', '@KUWTK']","b""RT @KrisJenner: It's our 10th birthday today!!! #KUWTK RT if you're ready for 10 more years of Keeping Up with the Kardashians!!  @KUWTK\xe2\x80\xa6"""
KrisJenner,Kris Jenner,15-06-2013,05-11-1955,[],"b'Happy 9th birthday to my beautiful granddaughter North!!!! I can\xe2\x80\x99t believe how fast you are growing up! You are such an amazing young lady, an amazing daughter, granddaughter, sister, cousin, friend and the most fabulous stylist extraordinaire!  '"
KrisJenner,Kris Jenner,20-04-2018,05-11-1955,['@khloekardashian'],b'A beautiful day celebrating our precious True\xe2\x80\x99s 3rd birthday  @khloekardashian #love #family  '
KrisJenner,Kris Jenner,21-10-1980,05-11-1955,"['@kkwbeauty', '@KimKardashian']","b""RT @kkwbeauty: Shop the Opalescent Collection now + 40% off birthday sale  The new collection celebrates @KimKardashian's 40th birthday, i\xe2\x80\xa6"""
KrisJenner,Kris Jenner,20-10-1980,05-11-1955,"['@kkwbeauty', '@KimKardashian']","b'The perfect way to celebrate Kim\xe2\x80\x99s 40th birthday, with her beautiful new @kkwbeauty Opalescent Collection!! Launching tomorrow on Kim\xe2\x80\x99s birthday 10.21 at 10:46am pst on      @KimKardashian  '"
KrisJenner,Kris Jenner,19-10-1980,05-11-1955,[],b'Celebrate Kim\xe2\x80\x99s 40th birthday with us on Weds. 10.21 with a #KUWTK marathon!  '
KrisJenner,Kris Jenner,31-07-1934,05-11-1955,['@KimKardashian'],b'RT @KimKardashian: Happy 86th birthday to my grandma Mary Jo. Last week we celebrated my sweet  grandma and she hasn\xe2\x80\x99t left her house since\xe2\x80\xa6'
KrisJenner,Kris Jenner,09-09-2018,05-11-1955,['@KylieJenner'],b'RT @KylieJenner: Khlo\xc3\xa9 really talked about true\xe2\x80\x99s 1st birthday for months! She\xe2\x80\x99s so cute #kuwtk'
KrisJenner,Kris Jenner,06-08-1997,05-11-1955,['@KylieJenner'],b'RT @KylieJenner: my 21st birthday collection is here!    '
KrisJenner,Kris Jenner,15-10-2007,05-11-1955,['@KUWTK'],"b""It's our 10th birthday today!!! #KUWTK RT if you're ready for 10 more years of Keeping Up with the Kardashians!!  @KUWTK  """
KylieJenner,Kylie Jenner,09-09-2018,10-08-1997,[],b'Khlo\xc3\xa9 really talked about true\xe2\x80\x99s 1st birthday for months! She\xe2\x80\x99s so cute #kuwtk'
KylieJenner,Kylie Jenner,10-08-0,10-08-1997,[],b'we are LIVE with my favorite collection EVER! My 2019 birthday collection  !!!  '
KylieJenner,Kylie Jenner,09-08-0,10-08-1997,"['@kyliecosmetics', '@TheEllenShow']","b'You can get all the details at   and look out for my 2019 birthday collection launching on my birthday, tomorrow, August 10 at 9am PST only on   @kyliecosmetics @TheEllenShow '"
KylieJenner,Kylie Jenner,25-01-2,10-08-1997,[],b'They\xe2\x80\x99re from my 2017 birthday collection!  '
KylieJenner,Kylie Jenner,06-08-1997,10-08-1997,[],b'my 21st birthday collection is here!    '
KylieJenner,Kylie Jenner,05-08-1997,10-08-1997,['@kyliecosmetics'],b'my 21st birthday collection drops tomorrow! Monday August 6th at 3pm pst  @kyliecosmetics  '
kylieminogue,Kylie Minogue,01-06-2020,28-05-1968,"['@AnnabelsMayfair', '@kyliewines']",b'Thanks @AnnabelsMayfair for hosting our @kyliewines 2nd birthday party!!!  '
kylieminogue,Kylie Minogue,30-04-1990,28-05-1968,"['@xChelwellyx', '@kylieminogue']","b""RT @xChelwellyx: Happy 32nd birthday to the Pop Perfection @kylieminogue Better The Devil You Know \n\nOne of Kylie's best songs  https://t\xe2\x80\xa6"""
kylieminogue,Kylie Minogue,03-11-2003,28-05-1968,[],b'Happy 18th birthday #SLOW   '
kylieminogue,Kylie Minogue,30-04-1990,28-05-1968,"['@xChelwellyx', '@kylieminogue']",b'RT @xChelwellyx: Happy 31st birthday to the Pop Perfection that is Better The Devil You Know by @kylieminogue   '
kylieminogue,Kylie Minogue,21-01-1991,28-05-1968,[],"b'Happy 30th birthday #WhatDoIHaveToDo.  I have so many memories of making this video ... freezing cold in Covent Garden, the panther \xe2\x80\x98tattoo\xe2\x80\x99, the pool scene, my sister, my FAVOURITE vintage leopard print coat and side-split dress and ...  ironing in Mugler!  '"
kylieminogue,Kylie Minogue,19-10-1971,28-05-1968,['@DanniiMinogue'],"b'Yep ... ANYTIME you need the party started, she\xe2\x80\x99ll ALWAYS get the party started. Especially today ... HAPPY BIRTHDAY SIS!!! @DanniiMinogue  Love, love and LOVE on this, your 49th birthday, lockdown and all!!!! (Lil flashback vid!)  '"
kylieminogue,Kylie Minogue,25-09-2000,28-05-1968,[],b'WOW! Happy 20th birthday Light Years!!!   '
kylieminogue,Kylie Minogue,12-11-1990,28-05-1968,[],"b'Happy 29th birthday #RhythmOfLove  #Lovers, which song is your fave on the album?  '"
kylieminogue,Kylie Minogue,15-11-1948,28-05-1968,['@ClarenceHouse'],b'Happy 70th birthday HRH Prince Charles ... @ClarenceHouse!  Hope you enjoyed your party at The Palladium in London\xe2\x80\x99s glittering West End!   '
kylieminogue,Kylie Minogue,14-11-1994,28-05-1968,[],b'#PutYourselfInMyPlace  Happy 24th birthday. I filmed this video in Los Angeles. It involved a LOT of work for the harness and the various methods of creating the illusion of weightlessness. Directed by Keir McFarlane.  '
kylieminogue,Kylie Minogue,24-04-1926,28-05-1968,[],"b""If you missed the #StopMeFromFalling performance at the Royal Albert Hall for Her Majesty's 92nd birthday celebration... here it is!!!    """
kylieminogue,Kylie Minogue,09-11-2007,28-05-1968,"['@Kylie_World', '@kylieminogue']",b'RT @Kylie_World: \xe2\x80\xa2 @kylieminogue happy 10th birthday to 2 Hearts   #strut  '
kylieminogue,Kylie Minogue,29-08-1994,28-05-1968,[],"b""It's #ConfideInMe's 23rd birthday!!!!????!!!!!!   """
ladygaga,Lady Gaga,03-08-1926,28-03-1986,['@itstonybennett'],"b'Today is @itstonybennett\xe2\x80\x99s 95th birthday! To celebrate him and the love all of his fans have for him, I\xe2\x80\x99m making a special video with 95 Reasons Gaga, Little Monsters, and Bennett Monsters Love Tony!  '"
ladygaga,Lady Gaga,19-07-1926,28-03-1986,['@itstonybennett'],"b'One Last Time  An evening with @itstonybennett and me at Radio City Music Hall on August 3rd &amp; 5th. I am so honored and excited to celebrate Tony\xe2\x80\x99s 95th birthday with him at these special shows. Tickets go on sale Thursday, July 22nd at 10am ET on     '"
ladygaga,Lady Gaga,08-01-1947,28-03-1986,[],"b"" \xe2\x80\x9cSurprise EP marks what would have been David Bowie's 70th birthday\xe2\x80\x9d\n\n """
ladygaga,Lady Gaga,19-12-1926,28-03-1986,['@NBC'],b'Happy 90th birthday Tony! Love u  Watch the celebration tomorrow at 9pm ET on @NBC! #Tony90  '
lancearmstrong,Lance Armstrong,12-09-1952,18-09-1971,['@rushtheband'],b'RT @rushtheband: A big happy 66th birthday to our brother in arms Neil Peart!  '
lancearmstrong,Lance Armstrong,12-10-1999,18-09-1971,[],"b""Happy 17th birthday Luke! So proud of you and the young man you've become. Love you! @ Westlake\xe2\x80\xa6  """
lancearmstrong,Lance Armstrong,29-04-1933,18-09-1971,['@willienelson'],b'On the eve of his 81st birthday @willienelson was just presented his 5th degree black belt. Thanks for the invite &amp; friendship. Means a lot'
LaraDutta,Lara Dutta Bhupathi,11-03-1965,16-04-1978,"['@SalAhmed11', '@LaraDutta']","b""Happy b'day!Good health and spirits \xe2\x80\x9c@SalAhmed11:@LaraDutta It was my mum's 50th birthday recently can she get a birthday tweet too please?\xe2\x80\x9d"""
LeighFrancis,Leigh Francis,05-09-2008,30-04-1973,"['@elliot_gonzalez', '@MrDDyer']","b'RT @elliot_gonzalez: #CelebJuice returns for a brand new series VERY soon, starting with a 10th birthday special that will see @MrDDyer app\xe2\x80\xa6'"
LeighFrancis,Leigh Francis,02-09-2008,30-04-1973,"['@BritishComedy', '@lemontwittor']","b""RT @BritishComedy: The new series of @lemontwittor's Celebrity Juice starts with a 10th birthday special. ITV2, Thursday 13th September: ht\xe2\x80\xa6"""
LennyKravitz,Lenny Kravitz,21-02-1927,26-05-1964,[],b'Happy 92nd birthday to the legendary trailblazer and fellow Bahamian Sir Sidney Poitier!  '
LennyKravitz,Lenny Kravitz,07-04-1966,26-05-1964,[],b'1990. The first time I met Sean Lennon at the 50th birthday celebration concert in Liverpool. :\xe2\x80\xa6  '
LennyKravitz,Lenny Kravitz,19-02-1942,26-05-1964,[],"b'Happy 70th birthday Muhammad Ali. You are a king. Love and respect, Lenny. http://t.co/r0kAYDLd'"
LeoDiCaprio,Leonardo DiCaprio,03-04-1934,11-11-1974,['@JaneGoodallInst'],"b'RT @JaneGoodallInst: Happy birthday to Dr. Jane Goodall! On April 3rd, 2021, we celebrate the 87th birthday of a truly inspiring changemake\xe2\x80\xa6'"
LewisHamilton,Lewis Hamilton,28-03-1992,07-01-1985,['@nicolashamilton'],"b'My brother. I can remember asking dad for a brother when I was younger, then you came. You were the greatest gift ever. Happy 30th birthday @nicolashamilton may life continue to bless you abundantly with health and happiness. Love  '"
LewisHamilton,Lewis Hamilton,22-02-1949,07-01-1985,[],b'Today we celebrate Niki\xe2\x80\x99s 71st birthday. \nIt would have been so nice to have him there at testing earlier this week. He would always say \xe2\x80\x9cGive it a**holes\xe2\x80\x9d before a race. I hope we can continue to make him proud  \nHappy Birthday Niki   '
LewisHamilton,Lewis Hamilton,19-06-2002,07-01-1985,[],"b'When I was a kid, I dreamed of living in New York. My mum saved up and took me there for my 17th birthday and we had the best 3 days. I will never forget that trip, she had so little yet spent the little she had to take me. Feel so lucky to be able to now call it a second home.  '"
LizGillies,Elizabeth Gillies,26-04-2016,26-07-1993,['@mattbennett'],"b'Happy 2nd birthday to my beautiful son!! He\xe2\x80\x99s a BIG @mattbennett fan so he was thrilled when I pulled some strings to get Matt to show up TO OUR HOUSE! Love you, my Otis! Matt- I owe you something small.  '"
Lord_Sugar,Lord Sugar,14-04-2009,24-03-1947,"['@TimoAlbrecht', '@Lord_Sugar']",b'RT @TimoAlbrecht: @Lord_Sugar Best thing I ever got. 13th birthday present'
Lord_Sugar,Lord Sugar,30-11-1921,24-03-1947,"['@bbcpress', '@BBC']","b'RT @bbcpress:  The @BBC will broadcast specials of its biggest shows around its 100th birthday  Strictly Come Dancing, Doctor Who, Top Ge\xe2\x80\xa6'"
Lord_Sugar,Lord Sugar,18-06-2004,24-03-1947,['@TropicSkincare'],"b""RT @TropicSkincare: To celebrate our 17th birthday, we're giving away a FREE mini serum or oil of your choice when you spend \xc2\xa340 or more!\xe2\x80\xa6"""
Louis_Tomlinson,Louis Tomlinson,22-02-2014,24-12-1991,['@EdenDoraTrust'],"b""Happy 2nd birthday @EdenDoraTrust  Amazing all they've achieved so far, so proud to be a patron.   """
lucyhale,Lucy Hale,11-10-1990,14-06-1989,[],"b'HAPPY 30th birthday to my very best friend, confidante, soul sister, biggest supporter and absolute favorite human. Over 12 years of friendship, Through amazing times, travels, heartbreaks, failures, changing routes in life, disagreements, moves, putting up with each others shit  '"
lucyhale,Lucy Hale,20-06-2016,14-06-1989,[],b'Sweet pea  happy 4th birthday Lula- Aunt Lucy loves you soooo much and you\xe2\x80\x99re not allowed to get an Instagram until you\xe2\x80\x99re my age  \xe2\x80\x9cscrunchies of my own!!!\xe2\x80\x9d   '
lucyhale,Lucy Hale,01-04-2016,14-06-1989,[],"b'Happy 4th birthday to my little shadow and favorite soul on the planet. Elvy, you\xe2\x80\x99ve saved me in so many ways. Especially during this quarantine ! I love you so much buddy   '"
lucyhale,Lucy Hale,31-10-2014,14-06-1989,[],"b""Happy 3rd birthday my sweet G. You make life so much better  I can't wait to have more adventures with you and eat all the donuts.   """
Luke5SOS,Luke Hemmings,16-07-2018,16-07-1996,[],b'Thank you for all the birthday love! 23 birthdays on planet earth but my 1st birthday in South Korea   '
Luke5SOS,Luke Hemmings,16-07-2001,16-07-1996,['@5SOS'],"b""RT @5SOS: hey! it's Luke's 16th birthday tomorrow!! :D"""
Luke5SOS,Luke Hemmings,25-01-1996,16-07-1996,['@calumhood'],b'The happiest 21st birthday to one of my favorite humans ever @calumhood \nThe two guys in this photo had no idea wha\xe2\x80\xa6  '
luke_brooks,Luke Brooks,23-01-1973,21-12-1994,['@mamma_g1'],b'Happy 44th birthday to my amazing mother  love you mum  @mamma_g1  '
luke_brooks,Luke Brooks,19-12-1938,21-12-1994,[],"b""Nonno's 78th birthday, love this man with all my heart, here's to another 78 years   """
macklemore,Macklemore,10-07-1917,19-06-1983,"['@CNN', '@Macklemore']",b'RT @CNN: Grammy-winning rapper @Macklemore surprised his grandmother for her 100th birthday    '
macklemore,Macklemore,06-07-1917,19-06-1983,"['@pitchfork', '@Macklemore']",b'RT @pitchfork: .@Macklemore takes his grandmother out for her 100th birthday in his new \xe2\x80\x9cGlorious\xe2\x80\x9d music video\xe2\x80\x94watch  '
MagicJohnson,Earvin Magic Johnson,14-06-1934,14-08-1959,[],"b'Happy 88th birthday to my role model, my incredible father Earvin Johnson Sr.! People always ask me who I idolized growing up and I always say it started at home. My father was my first hero and I thank him for giving me my work ethic both on the court and off,  '"
MagicJohnson,Earvin Magic Johnson,07-06-1992,14-08-1959,[],"b'Thank you to Debbee Dugger and Debbie Erickson for allowing my son, EJ, to have a private 30th birthday party at Magic Mountain amusement park last night. EJ &amp; all of his guests had the time of their lives. They were able to ride their favorite rides over and over again. '"
MagicJohnson,Earvin Magic Johnson,04-06-1992,14-08-1959,[],b'Happy 30th birthday to my incredible son EJ!!! I am so honored and blessed to have you as my son!   '
MagicJohnson,Earvin Magic Johnson,16-04-1947,14-08-1959,['@kaj33'],"b'Happy 75th birthday to a legend, champion, Hall of Famer and my Showtime teammate @kaj33! Have a magical day!  '"
MagicJohnson,Earvin Magic Johnson,11-04-1947,14-08-1959,[],"b'All the Showtime Lakers had a great time celebrating our captain, Kareem Abdul-Jabbar, on his 75th birthday! Kareem, NBA All Time leading scorer, is and will always be in the GOAT discussions along with Michael and LeBron. I truly love and respect this man.  '"
MagicJohnson,Earvin Magic Johnson,09-04-1947,14-08-1959,[],"b""Hanging out with my Lakers family at Kareem's 75th birthday celebration! My sister who I love very much Jeanie Buss, Linda Rambis, and GM Rob Pelinka.  """
MagicJohnson,Earvin Magic Johnson,18-01-1957,14-08-1959,['@IAmSteveHarvey'],b'Happy 65th birthday to my boy @IAmSteveHarvey!  '
MagicJohnson,Earvin Magic Johnson,30-12-1984,14-08-1959,"['@Lakers', '@KingJames']",b'Happy 37th birthday to my @Lakers brother and the king of basketball @KingJames!'
